/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_brain_out/counts_brain_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_heart_out/counts_heart_tophat_htseq.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/tophat_kidney_out/counts_kidney_tophat_htseq.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_brain_out/count_brain.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_heart_out/count_heart.txt	/proj/b2010078/PublicDataProject/RNASeqAtlas/project_tophat_output/tophat_kidney_out/count_kidney.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030882_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030886_tophat_output/count.txt	/proj/b2010078/PublicDataProject/BodyMap/ERR030885_tophat_output/count.txt	/proj/b2010078/PublicDataProject/HPA/count_brain_3b.txt	/proj/b2010078/PublicDataProject/HPA/count_heart_6a.txt	/proj/b2010078/PublicDataProject/HPA/count_kidney_a.txt	/proj/b2010078/PublicDataProject/Wang/brain_counts.txt	/proj/b2010078/PublicDataProject/Wang/heart_counts.txt	/proj/b2010078/PublicDataProject/EvolutionOfGeneExpression/count_brain.txt
ENSG00000010165	646	335	550	173	76	156	1482	1079	2263	876	321	493	442	269
ENSG00000010219	110	78	115	72	57	60	637	403	818	289	123	84	135	79
ENSG00000010244	697	843	568	1209	1797	2314	5981	5376	8593	3426	887	928	586	428
ENSG00000010256	2873	16524	6869	585	1330	828	7118	28836	15868	2282	5028	3865	1275	5609
ENSG00000010270	348	101	178	474	249	365	2674	1726	3737	1224	357	525	152	98
ENSG00000010278	1583	797	1644	1187	734	976	9746	4451	16918	4171	1649	2758	1695	619
ENSG00000010282	1245	7134	7	99	264	2	1883	11444	1	718	4178	0	336	2518
ENSG00000010292	408	178	289	313	299	294	1369	1232	1997	992	360	402	279	132
ENSG00000010295	856	483	390	68	67	35	1600	543	589	858	354	155	229	100
ENSG00000010310	51	104	22	14	19	12	143	104	80	36	275	19	26	19
ENSG00000010318	86	69	83	84	46	42	495	425	328	196	167	91	41	53
ENSG00000010319	297	556	722	156	178	175	733	1820	3946	345	353	857	237	420
ENSG00000010322	4642	1955	1717	1045	231	355	9260	2308	4750	3624	1102	1341	1837	378
ENSG00000010327	154	2585	1161	241	984	303	409	2969	2605	706	993	514	60	691
ENSG00000010361	280	132	282	77	28	74	497	325	618	293	87	302	176	81
ENSG00000010379	97	51	3593	164	7	1240	236	60	5236	58	26	2605	34	5
ENSG00000010404	11459	665	594	4440	534	339	89191	10486	8261	18551	2346	1644	5910	546
ENSG00000010438	330	0	14	16	0	3	514	0	67	46	79	35	294	0
ENSG00000010539	73	44	38	83	96	73	463	458	712	261	66	73	43	31
ENSG00000010610	163	147	205	73	83	45	1118	1133	1301	596	307	192	120	162
ENSG00000010626	149	64	207	114	27	63	1222	355	506	323	102	183	121	44
ENSG00000010671	13	14	14	69	123	23	154	218	267	118	24	16	16	19
ENSG00000010704	26	70	174	36	90	80	394	478	923	61	154	233	22	47
ENSG00000010803	363	716	728	146	277	237	931	3449	3053	418	1027	721	190	477
ENSG00000010810	2069	403	385	1051	317	162	10568	1935	2332	8056	828	505	1574	258
ENSG00000010818	2762	546	377	3017	1068	638	13232	2570	3098	2026	607	781	1883	246
ENSG00000010932	1	6	1618	0	11	793	9	30	1303	0	9	4172	1	4
ENSG00000011007	396	298	414	302	288	294	2101	2849	3568	873	470	595	330	315
ENSG00000011009	290	386	1172	74	31	112	653	853	3773	344	328	837	189	191
ENSG00000011021	1704	490	473	647	148	150	5123	1565	1615	2029	629	508	1265	205
ENSG00000011028	211	2318	293	59	103	43	595	2088	2743	586	1496	717	99	473
ENSG00000011052	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	1453	0	0	219	1	0	1183	2	0	373	2	0	440	2
ENSG00000011105	534	4456	2546	60	407	566	966	8718	6079	367	4214	2147	309	1875
ENSG00000011114	294	231	562	459	396	833	1071	3005	5457	1150	500	1017	106	164
ENSG00000011132	144	273	239	27	13	24	144	236	647	224	57	157	54	62
ENSG00000011143	113	80	198	44	24	61	324	185	576	442	107	136	64	28
ENSG00000011198	105	127	263	125	146	78	892	1666	1738	531	200	268	67	168
ENSG00000011201	210	73	12	653	108	35	2579	1347	297	4952	246	78	173	48
ENSG00000011243	576	481	446	424	284	227	2189	1316	1457	1052	380	306	244	250
ENSG00000011258	149	63	87	161	122	175	1442	940	1749	1167	188	344	69	58
ENSG00000011260	311	43	201	237	81	117	2324	612	2999	735	109	422	130	51
ENSG00000011275	690	573	578	552	450	369	2086	2757	2476	1879	1182	626	285	354
ENSG00000011295	905	320	620	1295	655	966	8382	2433	5311	1799	466	1054	351	167
ENSG00000011304	468	894	2278	410	656	909	1903	2826	10208	1801	680	2447	408	598
ENSG00000011332	878	2	2	83	0	5	1432	11	10	353	0	3	551	0
ENSG00000011347	4164	620	236	394	32	44	6770	1480	2090	1613	687	307	2264	328
ENSG00000011376	491	337	847	457	186	562	1338	1328	2162	844	292	705	348	221
ENSG00000011405	483	196	567	2339	1929	2335	6718	6308	11342	3038	1010	2372	265	266
ENSG00000011422	31	77	18	50	175	27	231	264	228	60	108	31	22	25
ENSG00000011426	2094	2	5	2626	97	19	19050	218	78	6091	15	10	1151	9
ENSG00000011451	818	633	586	188	152	140	1149	1935	2125	885	271	640	467	456
ENSG00000011454	1611	433	623	2477	1986	1391	8067	6083	4811	3770	983	1123	1082	511
ENSG00000011465	303	6852	1005	451	2799	823	5565	77391	34821	844	26196	4143	310	7595
ENSG00000011478	128	52	86	21	10	16	273	99	545	80	27	68	88	14
ENSG00000011485	1534	1228	1104	1738	1590	770	2704	2698	3410	916	843	679	489	557
ENSG00000011523	695	384	166	545	272	250	3780	2933	1702	2464	744	429	388	245
ENSG00000011566	385	230	388	1582	1247	1371	3643	3645	5339	1518	609	935	142	202
ENSG00000011590	10	4	8	7	5	14	34	4	7	3	1	1	5	1
ENSG00000011600	144	158	130	166	399	120	965	736	1033	158	84	81	159	302
ENSG00000011638	59	875	142	77	405	153	275	8885	1777	68	1218	323	46	1058
ENSG00000011677	947	0	1	509	3	1	2351	0	0	1058	0	2	861	6
ENSG00000012048	63	40	19	200	222	94	412	594	243	219	114	60	28	35
ENSG00000012061	561	748	420	178	220	89	1341	2660	1578	643	770	353	342	747
ENSG00000012124	686	13	60	163	13	31	1433	24	98	472	5	41	225	5
ENSG00000012171	3578	1052	5068	139	33	107	5347	572	2918	1429	407	2060	1605	206
ENSG00000012174	264	117	164	332	261	261	2802	1787	2009	1139	269	417	189	85
ENSG00000012211	24	184	98	10	49	18	65	266	349	27	102	55	23	67
ENSG00000012223	9	91	1339	40	56	266	118	294	4581	5	15	105	1	24
ENSG00000012232	1895	1109	430	757	403	236	4651	5221	2901	2256	1997	659	911	681
ENSG00000012504	1	0	417	18	5	1119	7	3	4098	0	3	371	0	0
ENSG00000012660	1085	374	637	3884	2075	1672	18763	2690	6047	4206	505	1134	1490	259
ENSG00000012779	61	73	111	225	315	84	395	363	849	117	82	68	39	74
ENSG00000012817	856	899	0	314	220	210	8	2686	5	1	915	2	281	380
ENSG00000012822	2009	2119	1171	828	1053	649	6041	8535	4890	4311	2760	1309	812	1693
ENSG00000012963	540	217	273	310	140	139	3530	2087	3286	1351	414	523	380	200
ENSG00000012983	580	99	172	405	372	421	4213	1564	3440	2528	357	460	142	84
ENSG00000013016	3723	918	933	535	102	136	7590	3547	2365	2269	371	1141	1910	633
ENSG00000013275	1410	878	1876	363	290	302	4607	2441	5811	1148	713	1273	863	643
ENSG00000013288	1271	899	1299	321	285	320	2777	2053	3103	1002	1009	1137	570	311
ENSG00000013293	681	2	1	735	6	7	1953	27	59	876	0	3	304	1
ENSG00000013297	2877	50	76	2363	95	40	23211	442	1183	3262	108	101	3958	50
ENSG00000013306	597	709	3691	90	91	311	1017	1274	7311	905	529	1875	362	290
ENSG00000013364	659	1103	9323	110	201	811	2482	2095	12805	507	666	2580	469	587
ENSG00000013374	558	341	515	844	624	661	3318	3336	4051	1163	596	767	471	511
ENSG00000013375	230	97	301	631	624	565	1765	897	3097	1337	225	335	109	63
ENSG00000013392	174	33	94	86	19	28	1370	354	659	471	109	126	68	21
ENSG00000013441	870	531	650	1549	1509	1533	3686	4482	7783	4662	1235	854	151	273
ENSG00000013503	190	132	217	291	271	321	577	776	1305	380	146	269	117	72
ENSG00000013523	423	272	226	179	60	101	1436	1090	1309	2381	785	424	287	106
ENSG00000013561	596	372	705	1199	687	924	4839	7846	7255	1279	921	1134	286	437
ENSG00000013563	89	383	245	21	117	78	291	1030	588	81	221	168	56	247
ENSG00000013573	106	59	136	22	27	43	254	296	730	1004	215	45	15	33
ENSG00000013583	296	450	520	156	403	379	1890	2130	3528	272	418	658	275	263
ENSG00000013588	0	58	170	81	60	100	180	373	1535	16	103	157	16	37
ENSG00000013619	274	88	30	95	14	21	1226	170	436	731	80	61	172	9
ENSG00000013725	55	9	13	12	8	13	75	30	68	7	18	9	12	14
ENSG00000013810	49	97	54	16	32	3	65	160	183	111	36	39	17	53
ENSG00000014123	426	182	293	1652	1237	1515	3711	3169	4676	2071	751	993	335	194
ENSG00000014138	115	107	95	48	29	15	476	361	835	257	118	105	94	39
ENSG00000014164	328	308	409	41	19	48	444	419	1235	329	85	268	198	74
ENSG00000014216	1510	1603	2251	148	82	125	3092	3055	8592	1337	1131	1628	619	637
ENSG00000014257	2	4	124	18	59	646	39	28	1212	9	3	554	0	0
ENSG00000014641	4630	8408	4123	2275	2711	916	27870	66370	16393	4157	11707	3559	1470	4636
ENSG00000014824	1241	447	1231	1068	589	943	12454	9305	9719	3115	1272	2793	676	545
ENSG00000014914	58	56	241	37	32	159	590	180	2222	217	193	347	24	24
ENSG00000014919	451	333	636	461	386	656	2594	3030	4023	1315	460	978	232	223
ENSG00000015133	140	142	525	146	75	431	361	307	1448	217	143	433	64	59
ENSG00000015153	204	119	78	246	307	198	3021	5311	2005	1130	551	182	118	203
ENSG00000015171	1954	614	1258	3175	2079	1830	14360	10289	11057	5756	1703	2145	1208	861
ENSG00000015285	42	82	83	70	92	17	220	172	214	176	44	33	82	82
ENSG00000015413	1	1	10582	2	1	480	2	2	4821	2	6	8004	2	2
ENSG00000015475	457	150	104	82	48	35	2407	1548	938	1331	98	151	249	120
ENSG00000015479	5420	1013	1704	7154	4754	4730	51784	18615	28367	14749	3341	4355	1961	844
ENSG00000015520	0	9	89	0	0	13	8	11	107	1	1	46	5	0
ENSG00000015532	388	455	419	47	31	55	578	571	1420	387	230	366	190	162
ENSG00000015568	6	3	3	13	11	9	158	63	77	28	6	8	4	1
ENSG00000015592	5802	0	0	2138	0	2	20239	4	5	2235	0	1	1846	0
ENSG00000015676	4375	1170	1327	999	237	245	10545	5364	4231	3582	1284	1038	2331	738
ENSG00000016082	0	2	0	16	1	0	4	0	0	0	1	1	0	0
ENSG00000016391	248	192	3025	118	16	542	783	345	3373	731	106	2923	120	38
ENSG00000016402	33	97	11	33	40	7	456	336	41	39	25	24	19	50
ENSG00000016490	0	0	0	0	0	0	8	2	0	0	0	102	0	0
ENSG00000016602	101	0	0	64	0	0	675	2	3	267	0	22	34	0
ENSG00000016864	425	235	560	115	77	123	2283	1513	3733	1267	440	622	178	134
ENSG00000017260	1741	470	936	2671	1606	1636	9689	6404	11971	3908	815	1617	660	317
ENSG00000017373	5137	50	10	590	4	6	7689	51	108	1809	33	43	3127	11
ENSG00000017427	49	113	54	86	1299	203	236	1487	958	212	150	80	34	83
ENSG00000017483	446	48	18	16	17	2	384	41	218	776	24	32	194	23
ENSG00000017621	87	66	240	23	7	23	182	119	553	61	42	97	35	36
ENSG00000017797	1548	667	1847	1364	1080	1428	7242	6527	11556	1807	862	2503	835	701
ENSG00000018189	2732	156	775	3307	309	848	27199	1538	3982	7385	344	655	2330	99
ENSG00000018236	4149	8	70	8682	81	403	36124	66	1673	10886	37	552	2137	6
ENSG00000018280	31	34	47	58	87	24	1131	376	509	42	24	18	86	77
ENSG00000018408	129	366	1074	1535	2156	2742	3329	5393	12413	1643	1316	2728	169	318
ENSG00000018510	516	208	406	748	756	957	3803	3382	4826	1512	428	1104	346	200
ENSG00000018607	9	0	0	4	1	0	35	8	0	10	1	0	3	0
ENSG00000018610	298	117	273	409	169	197	1922	930	1913	479	221	274	180	100
ENSG00000018625	16577	3102	64	10983	2050	58	89317	28395	983	30492	4770	182	14887	4766
ENSG00000018699	88	75	111	220	325	297	447	880	1064	325	144	203	45	73
ENSG00000018869	47	32	25	67	39	48	215	225	445	142	57	49	17	19
ENSG00000019102	14	42	35	4	5	2	95	41	173	20	33	31	7	1
ENSG00000019144	4681	2748	1211	1016	788	655	13267	4071	4637	5749	1836	1064	2041	776
ENSG00000019169	2	27	4	95	621	12	76	678	328	21	143	7	26	225
ENSG00000019186	16	0	284	19	0	1174	8	3	3421	48	0	227	2	0
ENSG00000019485	291	172	67	34	35	20	362	504	377	187	141	106	141	116
ENSG00000019505	2566	9	375	2206	73	280	12986	1088	3417	1839	423	462	1436	85
ENSG00000019549	12	64	65	121	1359	622	100	630	3333	14	197	276	17	39
ENSG00000019582	1514	6507	15406	4894	2270	4789	18536	26667	69385	1700	4710	8952	3148	5048
ENSG00000019991	38	41	28	137	152	318	487	444	3486	77	124	186	38	28
ENSG00000019995	822	384	327	937	1165	652	6093	6486	3508	2082	1097	631	379	352
ENSG00000020129	16108	928	497	1657	59	74	21275	1113	1247	3899	409	319	6001	231
ENSG00000020181	415	1046	225	17	32	21	487	1137	1002	192	620	517	133	285
ENSG00000020219	0	0	0	0	0	0	3	0	0	1	0	0	0	0
ENSG00000020256	300	182	165	86	35	45	699	295	777	376	149	155	163	41
ENSG00000020426	76	34	99	335	235	308	451	715	875	293	101	172	47	54
ENSG00000020577	614	1950	343	966	1809	308	5133	14286	1850	1560	2415	313	623	1953
ENSG00000020633	10	48	15	9	12	2	84	91	135	29	31	22	16	24
ENSG00000020922	65	42	46	232	213	262	736	568	947	375	118	150	40	35
ENSG00000021300	11263	150	251	3165	50	93	47984	485	625	13247	203	292	10835	101
ENSG00000021355	111	157	534	568	888	721	2614	2607	5141	243	535	576	228	204
ENSG00000021461	0	1	0	10	0	2	21	14	28	19	1	0	2	0
ENSG00000021488	2	3	1306	8	13	244	42	22	789	4	0	1533	4	2
ENSG00000021574	363	32	70	832	242	218	4137	1030	1650	1593	126	274	195	29
ENSG00000021645	2120	24	97	1539	108	61	8207	163	367	1463	80	47	1401	16
ENSG00000021762	514	458	273	42	36	33	719	582	1116	592	265	289	216	136
ENSG00000021776	308	131	338	631	436	700	1721	1750	3121	1492	334	626	189	103
ENSG00000021826	68	29	101	102	116	92	374	213	752	338	48	71	74	18
ENSG00000021852	0	0	1	0	12	9	2	2	8	0	0	0	0	0
ENSG00000022267	1739	8828	298	634	4622	147	9232	60611	5252	7489	9274	567	596	4300
ENSG00000022277	1401	505	1045	1232	656	594	6518	3098	4640	2045	728	1087	730	462
ENSG00000022355	2529	0	0	1194	1	2	17135	0	7	2389	0	0	1150	1
ENSG00000022556	82	0	83	108	3	72	189	35	809	72	1	24	35	2
ENSG00000022567	836	434	507	415	192	269	1239	712	2539	403	304	667	288	120
ENSG00000022840	2267	2474	2945	410	651	583	9513	18672	16054	2816	2448	2515	1489	2261
ENSG00000022976	316	173	212	124	44	97	1283	589	985	485	153	242	113	71
ENSG00000023041	220	139	544	191	161	335	1173	1245	6330	904	311	902	119	93
ENSG00000023171	2395	602	978	1277	153	360	6310	1466	946	2768	77	1291	1251	171
ENSG00000023191	1963	2837	3040	82	119	135	3818	4413	6348	1738	1041	2051	939	988
ENSG00000023228	1680	4067	2796	3575	5007	3079	12104	38551	11164	2885	4078	3239	969	3002
ENSG00000023287	1115	303	254	2931	2876	1749	12686	11408	6016	3690	1361	1205	441	447
ENSG00000023318	279	271	549	1141	1651	1285	2467	3173	7334	1036	588	824	187	225
ENSG00000023330	937	1970	1311	339	466	318	3978	8531	4785	818	1408	747	655	1034
ENSG00000023445	47	66	102	203	630	379	518	2093	2773	71	174	253	27	93
ENSG00000023516	3501	283	449	8544	1640	1819	39738	7626	7436	5624	1117	1739	1421	272
ENSG00000023572	116	52	65	19	15	15	809	989	1039	141	70	92	128	90
ENSG00000023608	39	37	48	109	206	156	298	495	781	142	107	98	30	41
ENSG00000023697	104	68	831	207	257	697	1056	1540	5099	668	179	1051	82	120
ENSG00000023734	1382	894	1064	2305	1879	1261	11181	9797	10810	3031	1057	1748	542	485
ENSG00000023839	8	5	868	0	20	798	42	75	3780	27	6	1228	0	2
ENSG00000023892	61	49	51	34	13	13	170	84	139	93	14	22	14	7
ENSG00000023902	666	282	244	432	555	74	1559	2336	715	659	224	78	316	446
ENSG00000023909	163	52	212	171	85	143	2110	1114	5581	391	162	595	122	51
ENSG00000024048	584	590	540	1486	1874	1747	3138	5908	6254	1649	831	1188	297	414
ENSG00000024422	550	2622	441	79	390	123	1145	5389	4401	459	983	384	423	954
ENSG00000024526	2	1	3	5	9	0	54	62	51	37	5	1	6	2
ENSG00000024862	314	62	336	200	35	86	1707	427	1730	324	150	574	99	41
ENSG00000025039	480	812	1209	948	1131	1016	3704	14317	6601	3175	1845	1209	410	979
ENSG00000025156	194	121	63	548	632	176	2401	2647	1083	767	411	124	88	110
ENSG00000025293	713	294	280	843	511	362	4355	2523	3092	1799	671	615	386	206
ENSG00000025423	153	2	8	145	14	11	658	7	183	189	4	11	78	2
ENSG00000025434	101	185	509	71	61	119	301	371	1131	310	266	337	94	87
ENSG00000025708	38	367	266	79	55	27	343	474	2076	58	90	73	63	98
ENSG00000025770	624	443	332	63	15	21	1189	821	1178	1033	293	310	318	184
ENSG00000025772	595	106	505	581	95	188	2362	539	1883	426	234	486	252	64
ENSG00000025796	1268	398	857	2571	2208	1844	10740	7054	9330	3601	1340	1503	929	526
ENSG00000025800	980	812	655	1250	1032	896	6578	8738	6098	1519	1047	904	1244	625
ENSG00000026025	1194	7837	2152	5821	17507	3528	10911	23438	27361	1522	5804	2306	652	2238
ENSG00000026036	49	38	32	0	0	1	59	34	49	77	9	18	5	8
ENSG00000026103	48	42	108	113	47	65	511	383	776	166	133	111	30	17
ENSG00000026297	308	128	212	155	87	93	825	264	679	275	63	111	233	105
ENSG00000026508	109	298	104	2411	1645	486	10007	2370	4343	2533	425	406	220	163
ENSG00000026559	80	4	3	7	0	0	28	2	4	2	1	1	26	2
ENSG00000026652	1574	81	65	722	63	103	6126	330	657	1989	109	191	1004	36
ENSG00000026751	1	11	5	6	21	17	25	38	74	5	15	16	0	5
ENSG00000026950	156	194	147	278	421	434	530	897	973	858	387	328	106	93
ENSG00000027001	105	259	683	95	116	262	459	2057	2917	169	589	574	50	194
ENSG00000027075	101	250	154	65	92	88	595	1526	1400	194	466	225	39	163
ENSG00000027644	2	22	270	2	4	11	5	34	277	9	2	112	2	3
ENSG00000027697	461	462	337	653	1245	353	6992	11480	5928	1658	1660	701	274	640
ENSG00000027847	246	254	426	18	22	42	452	340	1037	380	117	283	110	89
ENSG00000027869	2	19	9	4	8	2	16	34	39	8	8	7	6	6
ENSG00000028116	92	64	79	199	188	136	626	1367	743	115	173	139	74	88
ENSG00000028137	101	436	218	87	133	41	1138	1535	1640	290	379	168	205	291
ENSG00000028203	603	285	276	1088	1014	758	4058	4080	4072	1705	710	679	276	253
ENSG00000028277	97	28	24	155	34	29	526	112	240	203	21	18	96	26
ENSG00000028310	826	415	482	407	224	268	2438	1059	1373	1202	387	255	332	169
ENSG00000028528	1636	1029	2097	774	726	917	7716	6996	9856	4297	1620	1981	860	656
ENSG00000028839	214	44	52	79	36	25	1503	949	877	459	95	145	130	76
ENSG00000029153	122	8	4	169	73	28	798	205	192	146	20	11	59	10
ENSG00000029363	1558	390	644	2276	1610	1586	18343	8742	12781	6259	1376	1808	897	442
ENSG00000029364	733	229	750	370	139	414	4912	2330	8888	2648	426	1729	506	124
ENSG00000029534	563	1397	31	218	185	7	1294	4934	86	473	823	18	274	1403
ENSG00000029559	6	0	0	12	6	0	3	0	6	0	0	0	1	2
ENSG00000029639	71	76	107	156	177	191	265	622	385	137	125	106	29	54
ENSG00000029725	1921	413	703	5160	3457	2213	10135	6817	6092	3551	899	1072	843	424
ENSG00000029993	295	50	314	129	36	138	2502	335	1112	977	74	223	246	41
ENSG00000030066	173	249	375	379	521	658	1322	2462	3794	1504	358	660	66	136
ENSG00000030110	67	336	186	8	25	36	418	609	1485	245	183	170	34	107
ENSG00000030304	4	19	0	17	42	5	68	143	0	6	66	0	5	13
ENSG00000030419	88	32	22	227	128	157	1156	542	643	376	101	139	47	22
ENSG00000030582	793	4457	4122	83	124	162	1686	4989	9150	1308	1493	2461	378	1263
ENSG00000031003	599	189	224	1391	1101	865	3826	4230	4443	1335	662	602	128	219
ENSG00000031081	272	1217	364	432	702	271	2293	6004	2362	3022	1065	531	243	638
ENSG00000031544	0	1	7	1	5	7	15	12	28	1	0	2	2	1
ENSG00000031691	38	8	12	86	73	32	660	438	282	258	76	46	37	18
ENSG00000031698	3746	952	2077	4348	1940	1351	12728	4429	7418	2638	1376	1521	1847	631
ENSG00000031823	1152	824	830	493	317	273	2784	2302	2126	1360	530	588	808	518
ENSG00000032219	469	86	180	1304	820	793	4124	2159	2215	1971	475	602	338	173
ENSG00000032389	687	155	556	81	26	66	1334	516	1290	709	119	374	209	62
ENSG00000032444	2697	1058	1795	156	38	86	3064	1243	3240	1065	265	967	1111	367
ENSG00000032742	158	43	323	283	267	716	987	500	2872	570	121	586	80	44
ENSG00000033011	159	51	241	47	18	59	578	200	792	196	77	260	52	30
ENSG00000033030	145	113	107	149	154	288	889	757	1948	610	178	287	65	56
ENSG00000033050	1028	627	672	635	491	342	3179	3034	3433	1430	647	676	445	313
ENSG00000033100	390	306	313	192	262	164	880	879	1698	552	366	384	103	163
ENSG00000033122	471	23	13	1540	38	48	4048	252	122	434	92	58	256	13
ENSG00000033170	817	45	182	926	180	247	3972	683	1641	1268	147	247	633	32
ENSG00000033178	348	82	164	1102	652	799	3181	1628	3185	1455	332	409	175	89
ENSG00000033327	2095	684	358	1794	1302	415	8288	2122	1359	2994	699	312	1754	376
ENSG00000033627	5972	611	2567	5306	754	2663	17740	1934	6451	5294	650	1549	4172	235
ENSG00000033800	415	169	169	539	369	349	2023	2688	1811	998	416	445	286	218
ENSG00000033867	69	64	81	1235	513	707	1196	2898	8685	576	232	529	50	109
ENSG00000034053	4806	16	27	1298	4	9	7629	48	54	3440	6	13	2264	5
ENSG00000034063	60	16	9	24	25	12	359	106	63	1142	4	10	49	14
ENSG00000034152	161	739	801	59	115	73	749	1487	2292	171	526	656	121	255
ENSG00000034239	39	1	1	36	4	1	467	2	2	36	1	3	6	0
ENSG00000034510	7865	1211	4211	1535	752	394	17106	9546	21413	2189	1418	1442	6422	4548
ENSG00000034533	58	32	54	37	27	37	516	186	382	245	71	91	33	8
ENSG00000034677	719	343	608	598	506	618	6457	4654	5689	2725	689	1004	297	298
ENSG00000034693	120	99	180	345	277	346	582	1084	1535	394	191	361	60	81
ENSG00000034713	1550	743	664	1920	909	599	12113	10622	7174	3533	1330	1446	908	648
ENSG00000034971	1	217	2	0	65	8	6	737	63	0	286	4	0	97
ENSG00000035115	402	100	1848	342	90	581	2682	506	5364	1306	216	2809	110	25
ENSG00000035141	188	122	343	200	218	233	1107	1152	3104	459	255	355	81	88
ENSG00000035403	305	3249	1525	1202	5274	2026	3255	26959	20111	1010	3996	2078	323	2199
ENSG00000035499	6	0	52	7	1	12	45	16	346	37	2	86	3	1
ENSG00000035664	218	554	43	38	127	24	682	1302	228	314	789	52	130	186
ENSG00000035681	254	236	204	354	419	290	1411	2060	2077	970	296	288	95	202
ENSG00000035687	689	49	266	1939	615	1200	4860	768	3827	980	173	655	273	38
ENSG00000035720	0	0	57	2	9	207	15	1	1132	0	0	216	1	1
ENSG00000035862	3030	2307	880	1847	904	446	15639	11416	13100	7698	4236	1839	3430	1732
ENSG00000035928	683	193	508	815	356	590	4615	2805	3953	2024	671	1182	494	224
ENSG00000036054	300	154	279	291	422	402	2325	2899	4346	1131	391	661	156	144
ENSG00000036257	1170	510	991	2340	2075	1871	8595	7414	9277	2647	855	1551	524	557
ENSG00000036448	399	42573	483	237	12124	133	979	112578	517	293	20417	500	247	20094
ENSG00000036473	0	0	0	2	8	0	20	15	6	13	4	0	1	1
ENSG00000036530	1985	84	69	306	137	299	2963	166	118	663	119	48	845	22
ENSG00000036549	447	159	343	1096	810	1202	2303	2251	3820	1045	424	835	190	165
ENSG00000036565	0	0	0	1	2	6	2	1	0	9	0	0	0	1
ENSG00000036672	523	1229	1365	62	146	234	2566	6002	8909	915	843	2245	459	667
ENSG00000036828	2	0	428	0	3	419	34	0	3602	0	0	1331	0	0
ENSG00000037042	2020	459	461	252	41	70	4124	503	1153	1854	301	361	991	82
ENSG00000037241	149	146	205	315	141	100	467	583	966	288	147	230	37	45
ENSG00000037280	62	475	653	7	33	85	129	712	1515	101	236	564	27	181
ENSG00000037474	581	422	837	328	341	344	1944	3147	3579	1691	560	679	189	377
ENSG00000037637	387	455	200	340	335	209	1801	3324	1955	682	379	369	277	363
ENSG00000037749	219	181	195	300	323	237	1519	3266	4022	1075	601	561	163	139
ENSG00000037757	133	158	298	64	42	83	398	261	792	146	84	248	71	48
ENSG00000037897	80	54	425	8	8	27	122	148	956	131	30	260	41	25
ENSG00000037965	0	0	20	0	2	49	0	2	820	0	1	68	0	2
ENSG00000038002	149	42	263	72	39	107	958	516	1551	548	126	389	61	64
ENSG00000038210	52	42	207	143	296	529	781	813	2918	343	127	380	42	43
ENSG00000038219	1535	501	662	4462	2960	2952	7164	3837	4802	2701	898	1055	705	337
ENSG00000038274	928	436	1195	897	659	901	7623	5908	9205	1601	1476	2036	648	441
ENSG00000038295	17	7	27	100	59	133	251	89	406	38	65	83	14	10
ENSG00000038358	760	585	560	93	46	70	1359	1041	1412	978	399	390	214	148
ENSG00000038382	2455	1135	766	1610	984	684	5834	4179	3939	4579	1041	1028	1149	510
ENSG00000038427	548	318	54	3989	14322	1086	7112	6830	3512	5562	1602	417	322	442
ENSG00000038532	837	474	690	478	292	470	2445	1676	2833	1431	322	512	449	237
ENSG00000038945	6	32	56	115	752	143	954	709	2461	96	137	148	24	60
ENSG00000039068	49	1	1465	68	3	915	410	22	10931	132	7	2186	19	1
ENSG00000039123	494	297	407	1255	1090	1049	4154	4607	4850	1886	719	967	312	356
ENSG00000039139	33	1	55	327	5	141	234	10	577	75	3	148	17	3
ENSG00000039319	843	166	180	1412	1241	1147	6168	3687	4838	3748	922	871	174	180
ENSG00000039523	1097	1149	1506	611	416	458	2376	2584	4191	1044	851	869	699	559
ENSG00000039537	0	849	370	10	1961	259	41	10412	2956	1	1980	75	0	748
ENSG00000039560	145	73	488	584	852	1054	1012	610	3824	483	309	1011	82	41
ENSG00000039600	3	2	6	2	0	0	10	21	12	0	11	8	2	1
ENSG00000039650	346	302	588	50	43	72	514	451	985	294	215	280	115	129
ENSG00000039987	2	6	0	0	0	3	1	1	1	0	1	5	2	3
ENSG00000040199	613	73	154	740	223	356	2728	500	1125	1077	127	296	283	41
ENSG00000040275	70	14	61	341	183	181	506	336	381	447	43	81	39	21
ENSG00000040341	1057	349	290	1038	594	439	8530	6621	3719	1714	913	648	540	398
ENSG00000040487	176	181	224	6	1	23	289	277	489	177	67	131	68	37
ENSG00000040531	116	162	470	48	37	104	354	502	2099	539	168	367	93	76
ENSG00000040608	977	56	10	39	0	2	447	20	43	171	2	13	280	7
ENSG00000040633	538	186	484	134	69	102	1247	917	2978	774	181	351	342	222
