ENSEMBL_ID Gene_ID EoGE_brain EoGE_heart EoGE_kidney Atlas_brain Atlas_heart Atlas_kidney BodyMap_brain BodyMap_heart BodyMap_kidney HPA_brain HPA_heart HPA_kidney AltIso_brain AltIso_heart
61138 ENSG00000269343 ZNF587B 0.561042 1.81883 3.44059 2.61913 2.51645 7.80973 0.922584 2.01211 3.95513 1.61088 1.19731 3.92925 0.564255 0.649724
15018 ENSG00000179826 MRGPRX3 1.17438 0.549173 0.925763 0.069658 0.00529114 0.0112448 0.305407 0.0876396 0.143308 0.405592 0.140271 0.196377 0.335421 0.20904
60902 ENSG00000269103 AC002472.1 2.7582 0 3.02486 3.5661 5.97994 14.0448 256.144 11.4423 110.864 0 0 0 8.77294 8.81386
5808 ENSG00000125871 MGME1 2.25834 4.75026 8.36423 1.17351 2.46196 3.2152 3.44249 4.75691 5.77321 6.05931 3.84097 8.28898 1.80389 2.6022
9638 ENSG00000152213 ARL11 0 0.0995468 0.0715989 0.0938264 0.294238 0.111546 0.384593 0.21315 0.353248 0.28344 0.129553 0.10068 0.277167 0.240084
3747 ENSG00000109775 UFSP2 31.1181 28.6615 59.763 10.4065 11.444 11.7522 21.1247 18.0915 30.8108 27.9563 15.1239 36.5812 27.4126 25.8315
7628 ENSG00000137801 THBS1 2.24065 32.5082 51.0271 52.5805 568.97 141.042 7.2185 26.5345 33.1996 6.26549 20.7236 32.333 5.8808 39.72
3439 ENSG00000107263 RAPGEF1 40.4008 33.9113 35.4142 26.6514 23.2298 15.1708 15.0601 21.4234 9.49405 31.4137 28.0818 23.555 23.8323 26.3674
13874 ENSG00000174130 TLR6 0.122672 0.159399 0.13951 0.435868 0.43182 0.358512 0.589758 0.216398 0.527636 1.08524 0.169658 0.234391 0.262078 0.198219
3542 ENSG00000108262 GIT1 111.398 29.1525 23.2195 15.9875 3.78668 3.62085 24.1114 6.77978 6.98261 31.5387 10.1675 10.4542 58.2687 14.5224
60888 ENSG00000269089 AP003733.1 0.264782 0.430643 0.464609 0.115407 0.158094 0.710257 0.354695 0.101801 0.358269 0.0800362 0.123337 0.317895 0.257544 0.082509
17345 ENSG00000189332 RP11-113D6.10 0.380284 0.107661 0.193588 1.36584 0.677872 0.981897 2.82721 1.42733 2.92035 0.110918 0 0.0520749 1.79623 0.514624
14245 ENSG00000176049 JAKMIP2 21.8258 0.151224 0.182668 19.614 0.679821 0.235807 14.9343 0.13654 0.377509 20.1635 0.544474 0.516379 8.65273 0.0754748
2945 ENSG00000104371 DKK4 0.0845451 0 0 0.0576895 0 0 0.0409187 0.0165238 0.0903149 0 0 0 0.101512 0
5416 ENSG00000123179 EBPL 9.93087 2.43465 27.0211 6.23131 4.32037 3.78278 9.99933 4.36835 19.6106 14.6789 4.10895 12.2388 4.68008 2.8201
20577 ENSG00000204316 MRPL38 81.2415 95.2845 93.1084 8.97745 7.05382 5.5868 14.3119 13.5308 19.1234 37.5527 19.1823 35.6538 39.918 45.0089
20671 ENSG00000204514 ZNF814 7.28908 9.16674 13.2139 5.89745 6.33038 12.2807 7.32251 7.9505 12.4959 6.74958 5.30644 9.5199 5.60396 6.36013
4053 ENSG00000112137 PHACTR1 51.2543 26.255 2.91126 81.9024 71.923 11.2692 31.0166 29.5353 3.49448 33.2802 4.07514 6.3929 40.1726 21.4628
10239 ENSG00000157353 FUK 5.37396 6.55387 17.6083 0.32934 0.71389 0.718647 3.05982 1.56057 5.08294 6.73565 3.85924 10.9715 3.20495 3.39215
9281 ENSG00000148965 SAA4 0 0 0 0 3.38342e-30 0 0.0273925 0 0 0 0 0 0 4.35197e-10
34561 ENSG00000232838 PET117 9.61111 3.76161 11.0758 7.12976 4.53787 6.91671 12.3671 3.29809 7.38955 6.50169 2.80298 7.96932 7.40013 2.16597
15874 ENSG00000183678 CTAG1A 0 0 0 0 0 0 0.0696566 0.00723492 0 0 0 0 0 0
11766 ENSG00000165417 GTF2A1 16.7802 4.27602 6.92273 17.7147 6.44754 9.70349 12.9509 4.53945 9.04726 14.9327 6.07871 7.13555 10.1969 2.71922
1031 ENSG00000067704 IARS2 16.5524 14.987 24.7503 15.9274 17.0521 15.4209 19.9919 28.0436 30.608 20.1928 24.8275 46.7928 8.03404 15.479
2170 ENSG00000099957 P2RX6 6.80721 3.65776 0.29691 0.682122 0.14625 0.223713 1.76412 0.251963 0.556099 7.26458 2.36021 0.346195 2.24993 0.618496
2580 ENSG00000101557 USP14 23.4312 14.3421 17.1411 15.4377 10.1545 8.14272 18.28 15.2059 19.9409 20.8924 14.6398 17.9486 8.60971 6.81163
17970 ENSG00000197712 FAM114A1 4.59481 5.71389 9.56973 10.0567 36.6135 16.1622 6.35293 5.28174 8.61065 3.62083 18.3852 10.0113 3.29335 4.34553
13622 ENSG00000172869 DMXL1 16.5078 3.31725 10.9363 26.6715 12.6509 40.655 18.7565 5.79772 12.2217 7.75972 4.14409 18.9889 8.14968 7.69729
17981 ENSG00000197746 PSAP 685.716 500.196 822.197 291.654 215.794 183.537 412.762 338.225 323.947 480.805 455.137 552.794 548.217 554.017
15970 ENSG00000184033 CTAG1B 0 0 0 0 0 0 0.0695196 0.00723492 0 0 0 0 0 0
9336 ENSG00000149474 CSRP2BP 10.6997 3.07116 5.55091 94.5513 25.0138 35.597 7.25166 3.45525 4.34273 10.291 4.75705 8.68501 17.4293 4.37494
6970 ENSG00000134339 SAA2 0.0783728 1.24516 1.06879 0.111632 53.4364 15.3473 0.818025 1.538 9.3345 0.319639 0 0.42185 0.389045 3.91818
41688 ENSG00000242866 STRC 2.10334 0.115746 0.0519162 0.550271 0.194948 0.426301 1.35018 0.118853 0.2445 0.768531 0.0380146 0.0393807 0.907319 0.0988865
3264 ENSG00000105976 MET 2.65111 5.51929 9.58347 3.71843 5.25402 13.7744 4.41176 2.81841 13.02 1.41544 3.48815 19.5933 4.71487 1.00371
7836 ENSG00000138771 SHROOM3 2.79634 6.50558 6.57674 1.1986 1.57355 5.39344 1.66054 2.13064 4.49723 1.33208 1.27096 12.3667 1.9855 2.58933
48054 ENSG00000254636 ARMS2 0.0950844 0.193308 0 0 0.0697837 0 0 0 0.0203286 0.0719242 0 0 0.228072 0.0983143
586 ENSG00000041880 PARP3 11.3771 16.7482 46.0112 11.8571 9.68265 15.7598 4.89997 3.88642 7.51819 16.1761 7.05124 18.7431 8.18732 8.65616
5936 ENSG00000126890 CTAG2 0 0 0 0 0 0 0.0665575 0 0 0 0 0.248036 0 0
10697 ENSG00000160844 GATS 0.789901 1.48364e-11 0.000371775 9.33619e-05 5.76409e-05 4.34418e-05 2.62557 1.37869e-15 1.58135e-05 0.160589 6.61167e-10 2.88457e-35 1.28397 0.0540735
10315 ENSG00000158014 SLC30A2 0.0602052 2.2706 46.3547 0.0469067 0.0501709 1.67308 0.289076 0.67344 6.03149 0 0.487378 23.0436 0.308757 0.642252
9344 ENSG00000149503 INCENP 13.8097 2.70984 6.12108 13.7809 3.6839 2.81729 3.40167 1.83368 3.51038 5.55016 2.78642 5.10771 9.91732 1.90084
23588 ENSG00000213413 PVRIG 3.13902 0.142497 0.548811 0.209497 1.37507e-134 0.442517 1.58552 0.927102 1.48936 8.20475 0.0427982 0.670708 0.134074 0.510886
10865 ENSG00000162290 DCP1A 4.16282 5.71109 3.24395 6.64473 8.0245 5.54548 4.36507 3.4989 4.79393 8.61768 5.57281 4.86754 3.39716 4.21113
7709 ENSG00000138107 ACTR1A 72.9576 35.5173 33.4791 38.1208 15.7097 12.502 40.0368 26.4796 29.2407 55.4278 36.0117 28.2788 70.4906 22.0821
2729 ENSG00000102753 KPNA3 10.398 4.35891 3.86419 6.7791 6.53411 3.9449 18.493 20.8769 10.8713 17.818 11.8689 9.31593 12.4561 8.5415
8346 ENSG00000142494 SLC47A1 2.08788 4.75243 158.426 9.64734 2.4615 50.7717 2.15645 2.5365 39.9658 0.596811 0.681 128.905 2.43602 1.86659
10935 ENSG00000162600 OMA1 6.79768 12.6802 28.5726 19.972 30.0395 40.6438 3.53003 8.23461 14.5775 6.78052 7.85725 20.4677 4.10057 7.90497
24037 ENSG00000214300 SPDYE3 4.09146 1.66342 1.92786 1.43971 0.799724 1.29769 4.66218 1.52917 2.44505 3.85185 1.89257 3.43347 2.29771 1.06187
6071 ENSG00000128284 APOL3 3.55702 22.7078 8.62391 5.99755 16.3717 11.2524 3.81202 11.9227 16.716 3.73453 17.0212 13.5616 5.80581 14.8792
5763 ENSG00000125740 FOSB 3.25269 2.45063 0.411538 2.49202 6.62839 7.87992 1.88781 0.993426 2.94218 23.9623 73.0659 17.142 4.19748 1.74764
9449 ENSG00000150667 FSIP1 0.550598 0.022693 0.220346 8.89532 0.257367 1.53997 0.262548 0.141964 0.79332 0.454413 0.0762712 0.438685 0.410716 0.38942
5637 ENSG00000124749 COL21A1 2.72896 11.6483 1.04354 1.21839 5.62489 0.116958 2.15554 14.7888 0.686113 1.39882 16.858 1.07517 1.25116 17.7363
4373 ENSG00000114757 PEX5L 30.7744 0.0332028 0.0300812 32.8178 0.543227 0.132734 29.7449 0.0734751 0.0836452 21.9119 0.193717 0.169589 36.2435 0.302266
12567 ENSG00000168484 SFTPC 12.4549 0 0 0.47859 0 0.133068 7.74239 0 0 4.89176 0.237113 0 18.3866 0
11921 ENSG00000166033 HTRA1 188.368 29.0992 86.1813 46.7262 10.7612 15.8962 186.127 24.2215 69.231 300.007 33.7087 71.3836 113.212 17.2371
10317 ENSG00000158022 TRIM63 0.0501165 116.67 3.82665 0.0509083 94.8296 1.64924 0.052738 101.463 0.521819 0 63.4523 1.30759 0.109585 118.334
1741 ENSG00000087086 FTL 649.714 401.252 8332.84 10.0788 26.6113 75.7599 482.139 369.825 2650.19 524.292 790.228 4210.01 598.348 483.141
21148 ENSG00000205937 RNPS1 134.729 36.7275 80.6115 512.782 250.249 128.965 61.1136 29.0243 39.223 93.4219 47.1947 47.7609 197.039 83.6402
1551 ENSG00000081189 MEF2C 173.037 16.5309 5.70777 422.986 111.034 34.4648 167.887 11.6928 4.14702 56.8996 28.0615 8.694 125.596 10.6697
11962 ENSG00000166173 LARP6 78.7674 18.4447 36.3681 33.6603 25.201 23.6433 133.344 21.2739 17.2197 27.3162 11.5988 16.2221 80.5962 35.4113
231 ENSG00000008838 MED24 64.1743 86.3936 81.142 12.8865 7.10092 8.49389 12.5016 11.0843 14.1943 39.2525 19.856 20.4716 45.824 26.9592
1371 ENSG00000076662 ICAM3 8.38884 21.0517 35.4934 0.553327 0.755774 0.277041 1.33638 4.71104 5.75591 2.3735 6.05198 9.48897 6.10031 19.3369
568 ENSG00000039537 C6 0 32.5681 12.5712 0.224033 173.836 22.0898 0.252196 32.3355 9.0664 0.0130908 32.5511 2.10929 0 41.5674
17134 ENSG00000188573 FBLL1 41.3542 1.61853 0.145515 0.757658 0 0 5.48455 0.0267515 0.0659736 5.04585 0.0511765 0 8.85412 0.0919691
10655 ENSG00000160563 MED27 17.0211 6.89189 9.70493 0.740428 0.897232 1.54745 14.1522 6.48829 8.11282 13.1116 9.73289 8.1874 6.4 3.86246
8012 ENSG00000140022 STON2 7.81717 1.10624 10.9525 9.367 3.74086 10.1297 8.6346 0.90975 7.75454 12.0909 1.66337 18.7324 7.35347 1.06557
11928 ENSG00000166073 GPR176 10.1962 2.08433 2.06767 1.93219 0.449019 0.52079 4.80931 0.927108 2.20326 5.38212 1.14089 2.22919 4.57061 0.573062
10607 ENSG00000160219 GAB3 0.287784 3.15235 0.426009 1.06368 4.36606 0.281921 0.47539 2.07292 1.00035 1.08318 3.51157 0.494195 1.0435 1.43856
18110 ENSG00000198075 SULT1C4 3.24445 0.908193 5.36026 8.0291 1.27758 6.01376 9.72677 1.89927 6.6983 25.3711 4.65602 9.5539 3.45312 0.619754
5067 ENSG00000120137 PANK3 6.31234 3.88562 5.04065 49.5254 26.8732 34.4452 9.00766 6.05747 9.8127 14.2437 4.19617 12.2161 3.98778 3.68143
1453 ENSG00000078668 VDAC3 87.6915 122.677 61.3247 163.299 168.091 117.163 123.6 150.715 88.3737 81.1694 182.588 68.6574 85.9886 130.965
5334 ENSG00000122543 OCM 0.416908 0.121082 0 1.09076 0.0510584 0 0.351537 0 0.0765191 0.317551 0 0 0.166853 0
10132 ENSG00000156469 MTERFD1 4.57998 6.98699 3.8466 8.53735 17.0795 6.48231 3.24648 10.6589 8.7175 8.30892 9.71266 7.51063 2.12508 9.68963
18210 ENSG00000198369 SPRED2 24.6192 11.0388 12.0312 9.40585 6.0011 3.59999 10.2852 7.18262 7.92774 18.9563 7.14789 11.8378 15.8288 7.82755
16032 ENSG00000184292 TACSTD2 0.31172 0.0950594 39.8605 0.149719 0.161209 17.213 0.191394 0.234936 56.3867 0.188353 0.178635 65.3763 0.338808 0.227187
14056 ENSG00000175087 PDIK1L 4.06216 1.24178 2.04627 2.94429 0.944002 1.85198 4.63285 1.15398 3.54385 4.64527 1.09645 4.69151 1.47775 0.576567
1774 ENSG00000087586 AURKA 0.920525 1.29302 1.58102 1.21695 2.56491 1.74026 0.641936 1.7719 2.44627 1.15366 3.46352 2.30014 1.74828 1.84077
60293 ENSG00000268482 AL160274.1 0 0 0 15.7169 3.9053 16.5993 0 0 0 0 0 0 0 0
11127 ENSG00000163273 NPPC 4.3033 1.35302 0.217966 0.0470178 0.0506259 0 1.58657 0.27216 0 0.260025 0.0810563 0 2.39587 0.644384
18242 ENSG00000198466 ZNF587 6.22246 5.35986 8.73353 8.24839 4.66107 7.87541 6.08018 3.32371 6.46006 8.71484 4.70216 4.69574 4.3222 4.28329
2362 ENSG00000100554 ATP6V1D 164.583 60.3174 186.944 51.9172 19.1254 31.5937 105.76 65.8841 86.6646 75.3153 63.1204 100.138 109.275 65.7238
13740 ENSG00000173432 SAA1 0 1.66658 2.96943 0 93.5532 32.2671 0.444408 3.82427 31.385 0.234335 0.533178 0.481814 0.368725 6.72833
17808 ENSG00000197245 FAM110D 0.793098 3.0456 1.88451 0.271725 1.1378 0.414527 0.941946 1.78577 2.68522 0.832227 1.12147 1.3844 1.11586 3.71066
31311 ENSG00000228927 TSPY3 0.016844 0 0 0 0 0 0 0 0.0050066 0 0.0144363 0 0 0
10936 ENSG00000162601 MYSM1 6.16969 2.64376 6.33555 49.8114 35.1955 46.4847 5.24721 3.6781 5.03208 6.05528 4.56535 6.67759 4.92038 8.10219
6507 ENSG00000131375 CAPN7 7.58048 7.65749 9.70173 8.80707 9.48872 11.1101 5.89141 9.02003 12.6309 11.3646 7.41044 11.8871 3.72739 5.73175
18411 ENSG00000198853 RUSC2 41.4335 10.9676 8.29763 15.082 3.47713 2.83601 14.6477 3.5478 3.80338 19.2294 9.08526 8.4721 31.5133 5.22963
5766 ENSG00000125744 RTN2 55.2853 19.6843 1.49736 2.61694 3.56332 1.72951 7.42311 4.74637 1.84943 10.4789 8.42942 2.49956 26.768 11.6459
61266 ENSG00000269476 CTD-2583A14.9 5.50635e-42 5.98973e-21 1.61048e-28 8.10869e-66 1.8905e-122 0.188517 0 0.0921904 0.209848 3.76981e-26 0.169122 0.184503 8.27268e-61 4.64217e-39
7040 ENSG00000134779 TPGS2 60.2396 17.8038 40.6447 95.5676 47.5261 46.7539 43.7184 11.4341 27.0285 37.3679 43.3699 24.3386 33.4337 11.1138
8382 ENSG00000142684 ZNF593 1.7177 1.10465 2.42199 0.0965013 0.103534 0.0761789 0.153006 0.0925434 0.276223 0.503109 0.362619 0.980858 0.677072 0.620209
5632 ENSG00000124713 GNMT 2.21497 1.77393 1.17775 0.229413 0.197614 0 0.370589 1.24964 0.300804 0.710337 0.631895 0.638054 0.565199 1.8795
1470 ENSG00000079134 THOC1 7.93228 3.68789 8.02213 10.4926 9.80583 16.6448 9.06304 4.61201 12.1563 26.5967 5.70107 6.86028 6.04829 2.86372
332 ENSG00000013293 SLC7A14 8.62802 0.0119923 0.0129382 6.0984 0.141542 1.09894 6.95453 1.31742 2.46184 6.95815 0 0.043813 6.26614 0.527136
17493 ENSG00000196358 NTNG2 29.6764 2.52704 0.111126 0.626784 0.0649266 0.0576472 3.36154 0.70616 0.116725 8.1974 2.41958 0.124698 11.2472 1.91598
9030 ENSG00000147044 CASK 9.33659 2.12078 8.84427 6.70879 2.60464 6.91188 10.0265 2.69674 9.39933 19.8299 2.75654 11.8821 11.0569 3.27971
5415 ENSG00000123178 SPRYD7 10.9509 6.51849 8.75859 9.97954 4.50611 7.66755 14.9079 6.2517 6.18256 6.71006 4.69604 5.58241 13.1151 9.94795
3851 ENSG00000110721 CHKA 30.6828 10.101 11.942 31.6093 11.2992 17.859 16.2686 3.02077 13.4527 19.6613 5.31348 8.48415 10.8148 1.23292
13751 ENSG00000173480 ZNF417 4.83523 3.70813 5.71442 7.10264 4.50964 9.27103 3.59983 1.93124 2.34924 6.68176 2.7693 3.114 4.35576 2.06754
1211 ENSG00000072506 HSD17B10 29.9536 76.5589 183.155 3.94625 6.31925 8.30264 15.6295 23.0115 50.5205 31.0287 39.1431 91.5045 22.5007 48.1851
8756 ENSG00000144935 TRPC1 5.04194 3.51105 0.712717 6.38042 3.54054 1.5214 5.56531 2.94931 2.62927 8.34544 5.21088 2.06509 3.49623 0.807744
15876 ENSG00000183684 ALYREF 41.9988 29.7297 44.6853 8.21199 3.62318 4.0218 11.4361 9.64685 12.765 23.2275 13.5112 17.5931 20.7858 17.7987
16278 ENSG00000185189 NRBP2 56.3431 18.7106 43.05 8.16368 1.13154 9.77156 15.7297 3.23583 9.83241 40.7863 12.531 11.5069 28.03 4.33195
20920 ENSG00000205129 C4orf47 1.62284 0.340729 1.56538 0.389905 0 0.384618 1.00139 0.292447 1.56657 0.787212 1.27664 1.61986 0.267454 0.553038
12578 ENSG00000168515 SCGB1D1 0 0 0 0.159162 0 0 0 0 0 0 0 0 0 0
59247 ENSG00000267426 RP11-552F3.12 0.812119 0.0815976 4.80022e-18 3.15788e-13 5.1662e-66 9.93576e-47 1.41704e-07 0.00746674 2.70676e-12 0.578046 4.04186e-14 0.354973 4.1682e-45 1.56845e-42
934 ENSG00000065320 NTN1 1.88065 6.20423 3.05498 0.555577 1.99811 0.125338 0.879293 5.46304 0.75202 10.8685 25.8005 1.58555 1.47471 8.67861
16559 ENSG00000186212 SOWAHB 4.91508 0 2.83575 0.836637 0 0.527063 3.1703 0.00438699 2.67818 1.56528 0 5.46294 2.50603 0
12020 ENSG00000166396 SERPINB7 0.163138 0 0.205454 0 0 0.234048 0 0.151673 0.153887 0.152052 0 0.44066 0 0
24381 ENSG00000215187 FAM166B 0.255498 0.870488 2.12751 0 0.187706 0.429603 0.676305 0.180408 0.418569 0.303066 0.270129 0.910016 2.73264 0.592395
135 ENSG00000006283 CACNA1G 6.99259 0.374833 0.0099337 1.11717 0.0244992 0.0426721 1.14796 0.0994737 0.00871851 2.37517 0.56539 0 4.29642 0.158983
5666 ENSG00000124939 SCGB2A1 0 0 0.410601 0.252788 0 0.533959 0 0 0.68449 0 0 1.43238 0 0
3079 ENSG00000105185 PDCD5 147.861 159.678 82.8162 19.6324 27.6935 12.1253 49.4144 72.4347 52.7921 42.5266 38.0874 47.8785 125.832 127.059
11299 ENSG00000163792 TCF23 0.0479219 0.321982 0 0 0 0 0 0 0.0306425 0 0 0.0577476 0 0.0996079
4905 ENSG00000118873 RAB3GAP2 9.30693 5.64822 5.30934 38.21 26.6419 21.9579 8.82598 6.01568 8.85862 9.70146 4.94525 9.95861 7.14061 7.60986
2296 ENSG00000100336 APOL4 0.454785 3.54138 0.849328 2.05339 2.88373 4.21181 4.68098 3.9314 5.89307 0.504215 1.66244 0.958073 2.04468 4.10729
7641 ENSG00000137821 LRRC49 22.1828 9.49051 4.06425 13.296 4.73191 3.15323 17.6248 35.9084 3.4981 10.5415 12.7168 2.30983 29.3234 21.7893
15341 ENSG00000181495 AC026703.1 0.192806 3.30094 13.4846 0.0121256 1.0537e-05 0.000333798 0.238934 3.98037 15.4406 0.0448568 7.59518 32.2253 0.0607456 1.29706
3132 ENSG00000105397 TYK2 39.1413 69.7466 87.0691 24.3381 30.2694 32.4638 14.7189 15.1029 37.9338 47.4753 20.7362 26.4327 34.4888 37.6409
5665 ENSG00000124935 SCGB1D2 0 1.73528 11.2329 0.718441 0 0.758774 1.04344 0.835771 0.689625 0 0.281098 2.97994 0.252684 0.653541
16047 ENSG00000184347 SLIT3 6.73112 23.5451 8.84044 8.14683 9.53385 8.99893 2.78227 5.39419 7.26177 1.37102 48.0106 9.77357 5.1113 10.0972
49928 ENSG00000257390 RP11-762I7.5 0.241759 1.00839 2.71947 2.69136 0.754433 2.07475 0.953384 6.40655e-21 4.46969e-21 0.554168 6.46118e-23 0.41091 0.941973 0.935488
20874 ENSG00000204977 TRIM13 4.0673 3.55074 7.88047 7.61209 7.19891 6.73506 8.41123 8.3492 13.9468 15.5007 7.37131 15.4506 4.48519 4.46857
14592 ENSG00000177606 JUN 32.3866 51.1518 19.8932 26.7933 23.3936 17.2299 24.1837 14.7977 24.5206 24.4403 24.6641 41.5604 20.4275 25.0285
2687 ENSG00000102271 KLHL4 5.91534 0.316016 0.852006 8.48951 0.574726 0.915921 5.26663 0.201825 0.260116 4.06753 0.61935 1.11039 2.50443 0.0431356
12994 ENSG00000170310 STX8 65.8915 25.3106 63.4495 22.2973 22.891 13.0106 100.928 34.9451 72.8145 49.3375 46.6295 42.3265 58.3671 44.4929
3000 ENSG00000104812 GYS1 14.075 107.076 28.1526 3.02873 19.6735 5.1305 6.35279 29.5259 9.35375 8.63085 44.8086 12.0863 19.895 66.5866
8231 ENSG00000141503 MINK1 114.008 33.0271 44.7608 101.569 21.112 18.8075 30.5715 6.00825 11.3295 49.0219 14.9091 24.1857 73.3441 12.9276
5395 ENSG00000123066 MED13L 11.1478 4.33773 7.24486 16.7938 15.4626 25.5257 7.31123 9.10136 9.73446 15.8127 7.34736 9.44169 10.0622 7.60815
7829 ENSG00000138758 SEPT11 113.348 5.03176 80.0238 164.648 59.6956 121.022 40.8737 10.8906 43.6063 49.0851 15.9087 55.2477 114.67 16.9163
8510 ENSG00000143442 POGZ 36.7808 22.5391 22.3818 12.0887 9.87765 13.4814 146.078 10.3926 13.2472 31.4229 11.7863 16.029 16.965 10.6496
17635 ENSG00000196724 ZNF418 10.1511 7.06742 3.68399 12.2128 4.912 6.21428 6.09754 4.0937 3.29212 4.84466 4.08815 1.82932 9.22356 2.74541
3633 ENSG00000108799 EZH1 25.5805 17.3308 16.2681 13.8099 7.4457 8.21187 18.5711 11.32 15.4893 31.8744 21.3208 16.0777 21.2881 9.54732
5432 ENSG00000123353 ORMDL2 6.41891 12.9738 39.6875 2.66188 3.57236 4.60094 5.47323 6.7696 27.6741 4.7491 7.25233 15.9521 10.567 12.4363
12428 ENSG00000167970 AC009065.1 36.4225 33.9757 23.502 20.731 8.84467 6.98813 11.9651 10.425 11.6572 21.1087 6.77532 23.3041 48.6131 22.3157
8379 ENSG00000142675 CNKSR1 1.72279 2.27476 7.04043 0.772085 0 0.664022 0.876548 0.337354 3.2349 1.17445 0.745105 3.1291 1.13266 0.799467
3425 ENSG00000107140 TESK1 24.1418 14.5246 27.8417 2.80572 1.41586 3.03687 8.42947 4.78128 8.58168 13.5452 7.97099 11.1347 30.4191 12.1476
11279 ENSG00000163710 PCOLCE2 0.933488 48.7361 26.2661 2.77718 66.1655 13.6342 1.60414 41.6974 18.8183 3.3983 109.116 22.1897 1.3798 35.0635
12571 ENSG00000168491 CCDC110 0.655043 0.0247208 0.530634 1.74755 0.269697 0.819211 0.345526 0.964144 1.28586 0.468261 0.909688 0.821287 0.264764 0.247094
5188 ENSG00000121060 TRIM25 6.42977 7.77848 11.9797 8.48333 9.34919 8.21931 3.75375 2.28514 6.41176 11.3412 4.96719 9.83677 2.33889 3.90763
8658 ENSG00000144283 PKP4 71.7971 20.8298 48.015 87.6664 20.1089 76.0579 45.6318 12.8248 60.7199 44.1364 22.9317 69.4088 60.1351 10.1329
20574 ENSG00000204311 DFNB59 0.7889 1.32106 2.15864 0.43873 0.214896 0.713379 1.31353 0.239805 0.907144 2.2531 0.887874 0.790828 0.501455 0.224119
16033 ENSG00000184293 CLECL1 0 0 0.330063 0.59723 0.0991489 0.264588 0.406775 0.1428 0.123819 0.557084 0 0 0 0
12624 ENSG00000168754 FAM178B 8.47209 0.68668 0.173859 0.555429 0.240605 0.0503742 4.98969 0.63044 0.536895 3.3862 0.412459 0 7.57967 0.818614
104 ENSG00000005700 IBTK 7.34854 5.46837 9.23763 7.03255 10.2718 11.5128 11.4193 9.44143 17.0282 12.4727 10.3469 14.5409 4.74215 3.44514
18271 ENSG00000198553 KCNRG 0.367835 0.203826 0.506646 1.19005 2.40353 1.59526 0.49658 0.642973 0.992694 0.490312 0.528912 2.12511e-13 0.414495 0.571876
17947 ENSG00000197632 SERPINB2 0.420668 0 0 0.290714 0.251162 0 0.0321633 0.214255 0.00724119 0.368537 0.078109 0.0413997 0.136381 0.0525732
3862 ENSG00000110848 CD69 0.142841 0.33389 0 4.54285 1.82533 3.05826 0.865088 0.329626 0.858809 0.85134 1.57749 0.766285 0.238294 0.150038
7273 ENSG00000135968 GCC2 18.8349 3.4038 7.91029 74.9259 46.4121 66.8503 24.1328 7.87737 13.6916 16.9854 7.30403 20.7517 12.7663 5.74604
17227 ENSG00000188878 FBF1 7.94308 3.15069 8.77889 1.82689 0.779614 1.05695 2.17931 0.502731 1.81816 6.89813 1.90188 2.51762 2.70604 0.422417
3830 ENSG00000110484 SCGB2A2 0 0 0 0 0 0 0 0 0.557934 0 0 0.212425 0 0
5424 ENSG00000123268 ATF1 7.05199 9.03483 16.4426 17.0719 30.34 23.393 3.90212 8.02147 15.5914 6.42711 10.1914 18.6181 3.08259 8.05098
3784 ENSG00000110066 SUV420H1 19.4148 6.02056 16.1048 62.4486 27.2566 42.7909 11.7639 7.03656 14.0405 25.5176 8.0677 17.7587 11.2051 8.77303
7697 ENSG00000138074 SLC5A6 15.1872 10.3352 10.3592 7.09427 1.29076 3.85909 3.89062 2.15459 8.52148 11.3767 3.5714 5.9783 7.3287 2.67888
13529 ENSG00000172456 FGGY 6.10806 9.05016 38.4513 5.83265 4.49984 14.2559 3.93306 8.82117 11.0965 4.00885 10.1436 24.5098 2.68925 7.95935
1328 ENSG00000075426 FOSL2 16.712 30.9939 36.6856 6.34757 30.9962 8.56884 15.593 23.2682 25.3548 5.2846 11.2796 23.284 26.4129 51.3996
3080 ENSG00000105186 ANKRD27 7.85887 4.79534 5.69328 22.9192 15.1195 13.7648 5.16705 3.7554 7.29182 5.28115 4.50187 8.6988 2.98769 4.13436
20815 ENSG00000204842 ATXN2 56.5327 68.6145 44.4131 126.908 69.9289 61.0735 18.3328 12.0997 12.9605 19.5345 13.7695 15.6697 39.3047 19.7243
12019 ENSG00000166394 CYB5R2 20.4684 3.43182 3.73916 5.66614 0.243352 2.07041 13.773 0.501015 3.71022 11.8226 2.58224 3.39571 20.9512 0.995563
3442 ENSG00000107290 SETX 9.28248 5.28765 7.53364 9.66493 10.8888 11.2819 12.5298 6.54602 14.7155 10.151 6.13699 10.1943 9.57711 3.30568
4476 ENSG00000115419 GLS 77.2734 13.2537 134.838 136.741 53.5471 138.153 56.1425 15.7212 83.2898 31.8581 24.6051 249.282 32.4824 6.54325
12430 ENSG00000167972 ABCA3 48.4007 4.26892 5.60973 4.033 0.586942 0.792493 11.6582 1.3807 2.92769 24.9318 2.7069 4.19607 20.5817 2.4249
7150 ENSG00000135392 DNAJC14 11.5278 3.51514 13.4738 5.50482 3.63225 4.41471 10.0866 6.63562 15.4473 14.1588 7.34259 12.996 11.3267 5.36108
4233 ENSG00000113407 TARS 22.2046 11.3066 23.2033 103.667 97.1985 65.0069 28.5745 19.3572 31.7401 30.4881 24.1648 28.5478 34.931 24.3126
